crop,collectiondate,genotype,augmented?,modelname,IoU
sorghum,2,79,yes,SegFormer,0.9130736
sorghum,2,79,yes,SegFormer,0.8967945
sorghum,2,79,yes,SegFormer,0.9154017
sorghum,2,80,no,SegFormer,0.7913781
sorghum,2,80,no,SegFormer,0.95150876
sorghum,2,80,yes,SegFormer,0.9504431
sorghum,2,80,yes,SegFormer,0.9500067
sorghum,2,80,yes,SegFormer,0.95135635
sorghum,2,80,yes,SegFormer,0.9520637
sorghum,2,80,yes,SegFormer,0.94875747
sorghum,2,80,yes,SegFormer,0.93256307
sorghum,2,80,yes,SegFormer,0.7329486
sorghum,2,80,yes,SegFormer,0.66784406
sorghum,2,80,yes,SegFormer,0.79091686
sorghum,2,80,yes,SegFormer,0.80716103
sorghum,2,80,no,SegFormer,0.9553399
sorghum,2,80,yes,SegFormer,0.9587298
sorghum,2,80,yes,SegFormer,0.9268627
sorghum,2,80,yes,SegFormer,0.9573067
sorghum,2,80,yes,SegFormer,0.91643244
sorghum,2,80,yes,SegFormer,0.9543047
sorghum,3,01,no,SegFormer,0.7368122
sorghum,3,01,no,SegFormer,0.86535794
sorghum,3,01,yes,SegFormer,0.87471575
sorghum,3,01,yes,SegFormer,0.85217786
sorghum,3,01,yes,SegFormer,0.88737154
sorghum,3,01,yes,SegFormer,0.8568401
sorghum,3,01,yes,SegFormer,0.86318916
sorghum,3,01,yes,SegFormer,0.775634
sorghum,3,01,yes,SegFormer,0.74106705
sorghum,3,01,yes,SegFormer,0.7879015
sorghum,3,01,yes,SegFormer,0.7393211
sorghum,3,01,yes,SegFormer,0.7487619
sorghum,3,01,no,SegFormer,0.7317664
sorghum,3,01,yes,SegFormer,0.7135856
sorghum,3,01,yes,SegFormer,0.73516804
sorghum,3,01,yes,SegFormer,0.72863376
sorghum,3,01,yes,SegFormer,0.7288259
sorghum,3,01,yes,SegFormer,0.7324198
sorghum,3,02,no,SegFormer,0.9468368
sorghum,3,02,no,SegFormer,0.9568562
sorghum,3,02,yes,SegFormer,0.9559716
sorghum,3,02,yes,SegFormer,0.9569779
sorghum,3,02,yes,SegFormer,0.95434374
sorghum,3,02,yes,SegFormer,0.95684516
sorghum,3,02,yes,SegFormer,0.9573485
sorghum,3,02,yes,SegFormer,0.9402115
sorghum,3,02,yes,SegFormer,0.9447677
sorghum,3,02,yes,SegFormer,0.9514332
sorghum,3,02,yes,SegFormer,0.946237
sorghum,3,02,yes,SegFormer,0.94161135
sorghum,3,02,no,SegFormer,0.951437
sorghum,3,02,yes,SegFormer,0.9501395
sorghum,3,02,yes,SegFormer,0.95398295
sorghum,3,02,yes,SegFormer,0.9556864
sorghum,3,02,yes,SegFormer,0.9533319
sorghum,3,02,yes,SegFormer,0.95120376
sorghum,3,03,no,SegFormer,0.95208085
sorghum,3,03,no,SegFormer,0.7358516
sorghum,3,03,yes,SegFormer,0.7161218
sorghum,3,03,yes,SegFormer,0.70777065
sorghum,3,03,yes,SegFormer,0.7151397
sorghum,3,03,yes,SegFormer,0.7441699
sorghum,3,03,yes,SegFormer,0.7262921
sorghum,3,03,yes,SegFormer,0.95759547
sorghum,3,03,yes,SegFormer,0.9587447
sorghum,3,03,yes,SegFormer,0.9577665
sorghum,3,03,yes,SegFormer,0.9503012
sorghum,3,03,yes,SegFormer,0.9393739
sorghum,3,03,no,SegFormer,0.9130653
sorghum,3,03,yes,SegFormer,0.92610705
sorghum,3,03,yes,SegFormer,0.915185
sorghum,3,03,yes,SegFormer,0.90937847
sorghum,3,03,yes,SegFormer,0.9132919
sorghum,3,03,yes,SegFormer,0.9113744
sorghum,3,04,no,SegFormer,0.95014507
sorghum,3,04,no,SegFormer,0.9418738
sorghum,3,04,yes,SegFormer,0.94043905
sorghum,3,04,yes,SegFormer,0.9417247
sorghum,3,04,yes,SegFormer,0.93394077
sorghum,3,04,yes,SegFormer,0.9338392
sorghum,3,04,yes,SegFormer,0.9331242
sorghum,3,04,yes,SegFormer,0.9461147
sorghum,3,04,yes,SegFormer,0.9503996
sorghum,3,04,yes,SegFormer,0.9506316
sorghum,3,04,yes,SegFormer,0.9509156
sorghum,3,04,yes,SegFormer,0.94677997
sorghum,3,04,no,SegFormer,0.93787056
sorghum,3,04,yes,SegFormer,0.94170094
sorghum,3,04,yes,SegFormer,0.93405086
sorghum,3,04,yes,SegFormer,0.93289804
sorghum,3,04,yes,SegFormer,0.9406625
sorghum,3,04,yes,SegFormer,0.93905234
sorghum,3,05,no,SegFormer,0.9134738
sorghum,3,05,no,SegFormer,0.964547
sorghum,3,05,yes,SegFormer,0.96077883
sorghum,3,05,yes,SegFormer,0.96394604
sorghum,3,05,yes,SegFormer,0.95643634
sorghum,3,05,yes,SegFormer,0.96372885
sorghum,3,05,yes,SegFormer,0.95822483
sorghum,3,05,yes,SegFormer,0.9123198
sorghum,3,05,yes,SegFormer,0.9057265
sorghum,3,05,yes,SegFormer,0.9212714
sorghum,3,05,yes,SegFormer,0.91356456
sorghum,3,05,yes,SegFormer,0.8801473
sorghum,3,05,no,SegFormer,0.93063664
sorghum,3,05,yes,SegFormer,0.92249364
sorghum,3,05,yes,SegFormer,0.9206937
sorghum,3,05,yes,SegFormer,0.8851716
sorghum,3,05,yes,SegFormer,0.93142307
sorghum,3,05,yes,SegFormer,0.931878
sorghum,3,06,no,SegFormer,0.896409
sorghum,3,06,yes,SegFormer,0.87032425
sorghum,3,06,yes,SegFormer,0.8797084
sorghum,3,06,yes,SegFormer,0.8739524
sorghum,3,06,yes,SegFormer,0.8788651
sorghum,3,06,yes,SegFormer,0.83614343
sorghum,3,06,no,SegFormer,0.9086914
sorghum,3,06,yes,SegFormer,0.9195325
sorghum,3,06,yes,SegFormer,0.9014421
sorghum,3,06,yes,SegFormer,0.9038007
sorghum,3,06,yes,SegFormer,0.9083365
sorghum,3,06,yes,SegFormer,0.90435416
sorghum,3,07,no,SegFormer,0.9597802
sorghum,3,07,no,SegFormer,0.9483689
sorghum,3,07,yes,SegFormer,0.9428192
sorghum,3,07,yes,SegFormer,0.93559736
sorghum,3,07,yes,SegFormer,0.92971766
sorghum,3,07,yes,SegFormer,0.9597882
sorghum,3,07,yes,SegFormer,0.9417405
sorghum,3,07,yes,SegFormer,0.96159106
sorghum,3,07,yes,SegFormer,0.96633124
sorghum,3,07,yes,SegFormer,0.9593045
sorghum,3,07,yes,SegFormer,0.96197355
sorghum,3,07,yes,SegFormer,0.9589032
sorghum,3,07,no,SegFormer,0.9666912
sorghum,3,07,yes,SegFormer,0.9595138
sorghum,3,07,yes,SegFormer,0.96636593
sorghum,3,07,yes,SegFormer,0.96317923
sorghum,3,07,yes,SegFormer,0.9667376
sorghum,3,07,yes,SegFormer,0.9645539
sorghum,3,08,no,SegFormer,0.86222124
sorghum,3,08,no,SegFormer,0.62037957
sorghum,3,08,yes,SegFormer,0.68311226
sorghum,3,08,yes,SegFormer,0.6833394
sorghum,3,08,yes,SegFormer,0.5636441
sorghum,3,08,yes,SegFormer,0.6577956
sorghum,3,08,yes,SegFormer,0.6248126
sorghum,3,08,yes,SegFormer,0.84888715
sorghum,3,08,yes,SegFormer,0.8500266
sorghum,3,08,yes,SegFormer,0.84387255
sorghum,3,08,yes,SegFormer,0.8317263
sorghum,3,08,yes,SegFormer,0.81567365
sorghum,3,08,no,SegFormer,0.8951389
sorghum,3,08,yes,SegFormer,0.9061521
sorghum,3,08,yes,SegFormer,0.90124905
sorghum,3,08,yes,SegFormer,0.89722186
sorghum,3,08,yes,SegFormer,0.89690906
sorghum,3,08,yes,SegFormer,0.891325
sorghum,3,09,no,SegFormer,0.8265242
sorghum,3,09,no,SegFormer,0.8992469
sorghum,3,09,yes,SegFormer,0.8963541
sorghum,3,09,yes,SegFormer,0.86697936
sorghum,3,09,yes,SegFormer,0.8925339
sorghum,3,09,yes,SegFormer,0.8911566
sorghum,3,09,yes,SegFormer,0.8971687
sorghum,3,09,yes,SegFormer,0.78157675
sorghum,3,09,yes,SegFormer,0.76984423
sorghum,3,09,yes,SegFormer,0.7970357
sorghum,3,09,yes,SegFormer,0.8470772
sorghum,3,09,yes,SegFormer,0.8579474
sorghum,3,09,no,SegFormer,0.935931
sorghum,3,09,yes,SegFormer,0.94619805
sorghum,3,09,yes,SegFormer,0.94279593
sorghum,3,09,yes,SegFormer,0.94040895
sorghum,3,09,yes,SegFormer,0.9363125
sorghum,3,09,yes,SegFormer,0.9286881
sorghum,3,10,no,SegFormer,0.95280176
sorghum,3,10,no,SegFormer,0.955302
sorghum,3,10,yes,SegFormer,0.9568547
sorghum,3,10,yes,SegFormer,0.95839125
sorghum,3,10,yes,SegFormer,0.9600347
sorghum,3,10,yes,SegFormer,0.95810544
sorghum,3,10,yes,SegFormer,0.9554299
sorghum,3,10,yes,SegFormer,0.952508
sorghum,3,10,yes,SegFormer,0.95520276
sorghum,3,10,yes,SegFormer,0.94438636
sorghum,3,10,yes,SegFormer,0.9520051
sorghum,3,10,yes,SegFormer,0.9129529
sorghum,3,10,no,SegFormer,0.9374088
sorghum,3,10,yes,SegFormer,0.94254094
sorghum,3,10,yes,SegFormer,0.9488419
sorghum,3,10,yes,SegFormer,0.9440872
sorghum,3,10,yes,SegFormer,0.9441918
sorghum,3,10,yes,SegFormer,0.9501556
sorghum,3,11,no,SegFormer,0.78635657
sorghum,3,11,no,SegFormer,0.8048913
sorghum,3,11,yes,SegFormer,0.794964
sorghum,3,11,yes,SegFormer,0.8009627
sorghum,3,11,yes,SegFormer,0.8136136
sorghum,3,11,yes,SegFormer,0.8043384
sorghum,3,11,yes,SegFormer,0.7929633
sorghum,3,11,yes,SegFormer,0.7754719
sorghum,3,11,yes,SegFormer,0.7602214
sorghum,3,11,yes,SegFormer,0.8137462
sorghum,3,11,yes,SegFormer,0.78587115
sorghum,3,11,yes,SegFormer,0.77618587
sorghum,3,11,no,SegFormer,0.7602069
sorghum,3,11,yes,SegFormer,0.75246227
sorghum,3,11,yes,SegFormer,0.73515564
sorghum,3,11,yes,SegFormer,0.7644568
sorghum,3,11,yes,SegFormer,0.7653666
sorghum,3,11,yes,SegFormer,0.7613323
sorghum,3,12,no,SegFormer,0.9456694
sorghum,3,12,no,SegFormer,0.9499525
sorghum,3,12,yes,SegFormer,0.95285547
sorghum,3,12,yes,SegFormer,0.9498511
sorghum,3,12,yes,SegFormer,0.9544078
sorghum,3,12,yes,SegFormer,0.94912374
sorghum,3,12,yes,SegFormer,0.947333
sorghum,3,12,yes,SegFormer,0.95014966
sorghum,3,12,yes,SegFormer,0.93938315
sorghum,3,12,yes,SegFormer,0.938417
sorghum,3,12,yes,SegFormer,0.94976836
sorghum,3,12,yes,SegFormer,0.94462365
sorghum,3,12,no,SegFormer,0.94636893
sorghum,3,12,yes,SegFormer,0.94852984
sorghum,3,12,yes,SegFormer,0.95164937
sorghum,3,12,yes,SegFormer,0.9524323
sorghum,3,12,yes,SegFormer,0.94827205
sorghum,3,12,yes,SegFormer,0.9468435
sorghum,3,13,no,SegFormer,0.9462327
sorghum,3,13,no,SegFormer,0.94431937
sorghum,3,13,yes,SegFormer,0.9508959
sorghum,3,13,yes,SegFormer,0.9438819
sorghum,3,13,yes,SegFormer,0.9478375
sorghum,3,13,yes,SegFormer,0.9460365
sorghum,3,13,yes,SegFormer,0.94150615
sorghum,3,13,yes,SegFormer,0.9257967
sorghum,3,13,yes,SegFormer,0.926714
sorghum,3,13,yes,SegFormer,0.9612222
sorghum,3,13,yes,SegFormer,0.951238
sorghum,3,13,yes,SegFormer,0.9411977
sorghum,3,13,no,SegFormer,0.95355445
sorghum,3,13,yes,SegFormer,0.9601144
sorghum,3,13,yes,SegFormer,0.9534
sorghum,3,13,yes,SegFormer,0.9591283
sorghum,3,13,yes,SegFormer,0.9532338
sorghum,3,13,yes,SegFormer,0.95352775
sorghum,3,14,no,SegFormer,0.85833764
sorghum,3,14,no,SegFormer,0.9449376
sorghum,3,14,yes,SegFormer,0.94831854
sorghum,3,14,yes,SegFormer,0.94090617
sorghum,3,14,yes,SegFormer,0.83119047
sorghum,3,14,yes,SegFormer,0.9465032
sorghum,3,14,yes,SegFormer,0.9372979
sorghum,3,14,yes,SegFormer,0.90507025
sorghum,3,14,yes,SegFormer,0.80040574
sorghum,3,14,yes,SegFormer,0.47598702
sorghum,3,14,yes,SegFormer,0.8480794
sorghum,3,14,yes,SegFormer,0.81464297
sorghum,3,14,no,SegFormer,0.39325422
sorghum,3,14,yes,SegFormer,0.13919488
sorghum,3,14,yes,SegFormer,0.52366346
sorghum,3,14,yes,SegFormer,0.39374244
sorghum,3,14,yes,SegFormer,0.4565336
sorghum,3,14,yes,SegFormer,0.4025979
sorghum,3,15,no,SegFormer,0.7734738
sorghum,3,15,no,SegFormer,0.75894254
sorghum,3,15,yes,SegFormer,0.7861007
sorghum,3,15,yes,SegFormer,0.7639239
sorghum,3,15,yes,SegFormer,0.7944548
sorghum,3,15,yes,SegFormer,0.76368725
sorghum,3,15,yes,SegFormer,0.7128504
sorghum,3,15,yes,SegFormer,0.78744483
sorghum,3,15,yes,SegFormer,0.79846203
sorghum,3,15,yes,SegFormer,0.7422542
sorghum,3,15,yes,SegFormer,0.7749616
sorghum,3,15,yes,SegFormer,0.73627484
sorghum,3,15,no,SegFormer,0.8141815
sorghum,3,15,yes,SegFormer,0.79937065
sorghum,3,15,yes,SegFormer,0.8348863
sorghum,3,15,yes,SegFormer,0.7405166
sorghum,3,15,yes,SegFormer,0.81128716
sorghum,3,15,yes,SegFormer,0.75839704
sorghum,3,16,no,SegFormer,0.9330732
sorghum,3,16,no,SegFormer,0.9547721
sorghum,3,16,yes,SegFormer,0.9454974
sorghum,3,16,yes,SegFormer,0.9550309
sorghum,3,16,yes,SegFormer,0.9526721
sorghum,3,16,yes,SegFormer,0.95514756
sorghum,3,16,yes,SegFormer,0.94719523
sorghum,3,16,yes,SegFormer,0.9250848
sorghum,3,16,yes,SegFormer,0.931209
sorghum,3,16,yes,SegFormer,0.91862005
sorghum,3,16,yes,SegFormer,0.9247101
sorghum,3,16,yes,SegFormer,0.9240961
sorghum,3,16,no,SegFormer,0.93783015
sorghum,3,16,yes,SegFormer,0.93737155
sorghum,3,16,yes,SegFormer,0.9444185
sorghum,3,16,yes,SegFormer,0.94116515
sorghum,3,16,yes,SegFormer,0.9422833
sorghum,3,16,yes,SegFormer,0.94661564
sorghum,3,17,no,SegFormer,0.94280666
sorghum,3,17,no,SegFormer,0.9293757
sorghum,3,17,yes,SegFormer,0.9177271
sorghum,3,17,yes,SegFormer,0.9179531
sorghum,3,17,yes,SegFormer,0.90241444
sorghum,3,17,yes,SegFormer,0.9294364
sorghum,3,17,yes,SegFormer,0.9285996
sorghum,3,17,yes,SegFormer,0.9358215
sorghum,3,17,yes,SegFormer,0.93641037
sorghum,3,17,yes,SegFormer,0.91552186
sorghum,3,17,yes,SegFormer,0.942668
sorghum,3,17,yes,SegFormer,0.9427803
sorghum,3,17,no,SegFormer,0.8912427
sorghum,3,17,yes,SegFormer,0.8823449
sorghum,3,17,yes,SegFormer,0.8852126
sorghum,3,17,yes,SegFormer,0.88038254
sorghum,3,17,yes,SegFormer,0.8902888
sorghum,3,17,yes,SegFormer,0.8898078
sorghum,3,18,no,SegFormer,0.894324
sorghum,3,18,no,SegFormer,0.9447423
sorghum,3,18,yes,SegFormer,0.94107896
sorghum,3,18,yes,SegFormer,0.9388879
sorghum,3,18,yes,SegFormer,0.9484503
sorghum,3,18,yes,SegFormer,0.93333596
sorghum,3,18,yes,SegFormer,0.9459427
sorghum,3,18,yes,SegFormer,0.88947654
sorghum,3,18,yes,SegFormer,0.8806002
sorghum,3,18,yes,SegFormer,0.8923006
sorghum,3,18,yes,SegFormer,0.89606655
sorghum,3,18,yes,SegFormer,0.8806945
sorghum,3,18,no,SegFormer,0.7759654
sorghum,3,18,yes,SegFormer,0.79045314
sorghum,3,18,yes,SegFormer,0.7525192
sorghum,3,18,yes,SegFormer,0.7952644
sorghum,3,18,yes,SegFormer,0.77193564
sorghum,3,18,yes,SegFormer,0.7623558
sorghum,3,19,no,SegFormer,0.92325795
sorghum,3,19,no,SegFormer,0.9584172
sorghum,3,19,yes,SegFormer,0.95148265
sorghum,3,19,yes,SegFormer,0.95840096
sorghum,3,19,yes,SegFormer,0.9566803
sorghum,3,19,yes,SegFormer,0.9587532
sorghum,3,19,yes,SegFormer,0.9020383
sorghum,3,19,yes,SegFormer,0.91147804
sorghum,3,19,yes,SegFormer,0.92307013
sorghum,3,19,yes,SegFormer,0.91994745
sorghum,3,19,yes,SegFormer,0.9272513
sorghum,3,19,yes,SegFormer,0.9041071
sorghum,3,19,no,SegFormer,0.96731454
sorghum,3,19,yes,SegFormer,0.96292984
sorghum,3,19,yes,SegFormer,0.96917266
sorghum,3,19,yes,SegFormer,0.9618027
sorghum,3,19,yes,SegFormer,0.9687916
sorghum,3,19,yes,SegFormer,0.9637771
sorghum,3,20,no,SegFormer,0.91996145
sorghum,3,20,no,SegFormer,0.8342222
sorghum,3,20,yes,SegFormer,0.8272257
sorghum,3,20,yes,SegFormer,0.7990654
sorghum,3,20,yes,SegFormer,0.8056289
sorghum,3,20,yes,SegFormer,0.82675046
sorghum,3,20,yes,SegFormer,0.8381561
sorghum,3,20,yes,SegFormer,0.9184653
sorghum,3,20,yes,SegFormer,0.9285902
sorghum,3,20,yes,SegFormer,0.9251336
sorghum,3,20,yes,SegFormer,0.9215124
sorghum,3,20,yes,SegFormer,0.9214724
sorghum,3,20,no,SegFormer,0.89091665
sorghum,3,20,yes,SegFormer,0.8941542
sorghum,3,20,yes,SegFormer,0.87936205
sorghum,3,20,yes,SegFormer,0.89419544
sorghum,3,20,yes,SegFormer,0.8505415
sorghum,3,20,yes,SegFormer,0.88279355
sorghum,3,21,no,SegFormer,0.9501112
sorghum,3,21,no,SegFormer,0.9683256
sorghum,3,21,yes,SegFormer,0.9671217
sorghum,3,21,yes,SegFormer,0.96882164
sorghum,3,21,yes,SegFormer,0.96930975
sorghum,3,21,yes,SegFormer,0.9627735
sorghum,3,21,yes,SegFormer,0.9689163
sorghum,3,21,yes,SegFormer,0.94810873
sorghum,3,21,yes,SegFormer,0.9542318
sorghum,3,21,yes,SegFormer,0.955941
sorghum,3,21,yes,SegFormer,0.95257264
sorghum,3,21,yes,SegFormer,0.9461566
sorghum,3,21,no,SegFormer,0.90303165
sorghum,3,21,yes,SegFormer,0.9026295
sorghum,3,21,yes,SegFormer,0.8961599
sorghum,3,21,yes,SegFormer,0.89669627
sorghum,3,21,yes,SegFormer,0.9092469
sorghum,3,21,yes,SegFormer,0.91826457
sorghum,3,22,no,SegFormer,0.9563093
sorghum,3,22,no,SegFormer,0.9463591
sorghum,3,22,yes,SegFormer,0.9495039
sorghum,3,22,yes,SegFormer,0.9532592
sorghum,3,22,yes,SegFormer,0.9532147
sorghum,3,22,yes,SegFormer,0.9467175
sorghum,3,22,yes,SegFormer,0.94717073
sorghum,3,22,yes,SegFormer,0.95581055
sorghum,3,22,yes,SegFormer,0.95710033
sorghum,3,22,yes,SegFormer,0.96354985
sorghum,3,22,yes,SegFormer,0.9559188
sorghum,3,22,yes,SegFormer,0.9556611
sorghum,3,22,no,SegFormer,0.9595673
sorghum,3,22,yes,SegFormer,0.95972437
sorghum,3,22,yes,SegFormer,0.9579852
sorghum,3,22,yes,SegFormer,0.9585419
sorghum,3,22,yes,SegFormer,0.9540308
sorghum,3,22,yes,SegFormer,0.95969266
sorghum,3,23,no,SegFormer,0.8583974
sorghum,3,23,no,SegFormer,0.8061621
sorghum,3,23,yes,SegFormer,0.8619962
sorghum,3,23,yes,SegFormer,0.7480318
sorghum,3,23,yes,SegFormer,0.8423175
sorghum,3,23,yes,SegFormer,0.8045903
sorghum,3,23,yes,SegFormer,0.81159365
sorghum,3,23,yes,SegFormer,0.84538096
sorghum,3,23,yes,SegFormer,0.87115264
sorghum,3,23,yes,SegFormer,0.8647865
sorghum,3,23,yes,SegFormer,0.84944016
sorghum,3,23,yes,SegFormer,0.8571993
sorghum,3,23,no,SegFormer,0.86944896
sorghum,3,23,yes,SegFormer,0.84402025
sorghum,3,23,yes,SegFormer,0.8673573
sorghum,3,23,yes,SegFormer,0.7949532
sorghum,3,23,yes,SegFormer,0.86537355
sorghum,3,23,yes,SegFormer,0.86802346
sorghum,3,24,no,SegFormer,0.9613599
sorghum,3,24,no,SegFormer,0.93741953
sorghum,3,24,yes,SegFormer,0.94042206
sorghum,3,24,yes,SegFormer,0.94655013
sorghum,3,24,yes,SegFormer,0.9445519
sorghum,3,24,yes,SegFormer,0.9383862
sorghum,3,24,yes,SegFormer,0.9436458
sorghum,3,24,yes,SegFormer,0.9600309
sorghum,3,24,yes,SegFormer,0.9611915
sorghum,3,24,yes,SegFormer,0.96367455
sorghum,3,24,yes,SegFormer,0.9585697
sorghum,3,24,yes,SegFormer,0.96210754
sorghum,3,24,no,SegFormer,0.9313288
sorghum,3,24,yes,SegFormer,0.9335036
sorghum,3,24,yes,SegFormer,0.94243175
sorghum,3,24,yes,SegFormer,0.9433957
sorghum,3,24,yes,SegFormer,0.929422
sorghum,3,24,yes,SegFormer,0.93846977
sorghum,3,25,no,SegFormer,0.9093995
sorghum,3,25,no,SegFormer,0.3702676
sorghum,3,25,yes,SegFormer,0.32613945
sorghum,3,25,yes,SegFormer,0.8446113
sorghum,3,25,yes,SegFormer,0.23552832
sorghum,3,25,yes,SegFormer,0.7778331
sorghum,3,25,yes,SegFormer,0.4897492
sorghum,3,25,yes,SegFormer,0.9081571
sorghum,3,25,yes,SegFormer,0.9074541
sorghum,3,25,yes,SegFormer,0.90893537
sorghum,3,25,yes,SegFormer,0.9109758
sorghum,3,25,yes,SegFormer,0.8771462
sorghum,3,25,no,SegFormer,0.9316629
sorghum,3,25,yes,SegFormer,0.928844
sorghum,3,25,yes,SegFormer,0.9365375
sorghum,3,25,yes,SegFormer,0.9000152
sorghum,3,25,yes,SegFormer,0.93780917
sorghum,3,25,yes,SegFormer,0.9358723
sorghum,3,26,no,SegFormer,0.81034636
sorghum,3,26,no,SegFormer,0.72710556
sorghum,3,26,yes,SegFormer,0.8077312
sorghum,3,26,yes,SegFormer,0.819001
sorghum,3,26,yes,SegFormer,0.81818664
sorghum,3,26,yes,SegFormer,0.72962475
sorghum,3,26,yes,SegFormer,0.6660631
sorghum,3,26,yes,SegFormer,0.7965776
sorghum,3,26,yes,SegFormer,0.7902147
sorghum,3,26,yes,SegFormer,0.8060693
sorghum,3,26,yes,SegFormer,0.80895597
sorghum,3,26,yes,SegFormer,0.7994171
sorghum,3,26,no,SegFormer,0.7246251
sorghum,3,26,yes,SegFormer,0.74862695
sorghum,3,26,yes,SegFormer,0.7499824
sorghum,3,26,yes,SegFormer,0.7446519
sorghum,3,26,yes,SegFormer,0.71235394
sorghum,3,26,yes,SegFormer,0.7050126
sorghum,3,27,no,SegFormer,0.8102358
sorghum,3,27,no,SegFormer,0.6952826
sorghum,3,27,yes,SegFormer,0.7495776
sorghum,3,27,yes,SegFormer,0.624797
sorghum,3,27,yes,SegFormer,0.7236434
sorghum,3,27,yes,SegFormer,0.6979822
sorghum,3,27,yes,SegFormer,0.7049446
sorghum,3,27,yes,SegFormer,0.82784224
sorghum,3,27,yes,SegFormer,0.8398542
sorghum,3,27,yes,SegFormer,0.7966612
sorghum,3,27,yes,SegFormer,0.82075125
sorghum,3,27,yes,SegFormer,0.852505
sorghum,3,27,no,SegFormer,0.85440636
sorghum,3,27,yes,SegFormer,0.89191365
sorghum,3,27,yes,SegFormer,0.7941146
sorghum,3,27,yes,SegFormer,0.81108445
sorghum,3,27,yes,SegFormer,0.85228336
sorghum,3,27,yes,SegFormer,0.8710054
sorghum,3,28,no,SegFormer,0.8151933
sorghum,3,28,no,SegFormer,0.7481275
sorghum,3,28,yes,SegFormer,0.7513639
sorghum,3,28,yes,SegFormer,0.75446564
sorghum,3,28,yes,SegFormer,0.7612976
sorghum,3,28,yes,SegFormer,0.7388897
sorghum,3,28,yes,SegFormer,0.69170034
sorghum,3,28,yes,SegFormer,0.9050541
sorghum,3,28,yes,SegFormer,0.89710397
sorghum,3,28,yes,SegFormer,0.90098727
sorghum,3,28,yes,SegFormer,0.7393464
sorghum,3,28,yes,SegFormer,0.6824264
sorghum,3,28,no,SegFormer,0.906565
sorghum,3,28,yes,SegFormer,0.92364025
sorghum,3,28,yes,SegFormer,0.91141355
sorghum,3,28,yes,SegFormer,0.9208086
sorghum,3,28,yes,SegFormer,0.9147092
sorghum,3,28,yes,SegFormer,0.9068407
sorghum,3,29,no,SegFormer,0.75204265
sorghum,3,29,no,SegFormer,0.7187304
sorghum,3,29,yes,SegFormer,0.758953
sorghum,3,29,yes,SegFormer,0.7119095
sorghum,3,29,yes,SegFormer,0.65636855
sorghum,3,29,yes,SegFormer,0.72015077
sorghum,3,29,yes,SegFormer,0.64667517
sorghum,3,29,yes,SegFormer,0.7506241
sorghum,3,29,yes,SegFormer,0.66484565
sorghum,3,29,yes,SegFormer,0.83863086
sorghum,3,29,yes,SegFormer,0.7440454
sorghum,3,29,yes,SegFormer,0.6007905
sorghum,3,29,no,SegFormer,0.781532
sorghum,3,29,yes,SegFormer,0.78767425
sorghum,3,29,yes,SegFormer,0.7897466
sorghum,3,29,yes,SegFormer,0.7910636
sorghum,3,29,yes,SegFormer,0.77015585
sorghum,3,29,yes,SegFormer,0.77549636
sorghum,3,30,no,SegFormer,0.9434579
sorghum,3,30,no,SegFormer,0.9528502
sorghum,3,30,yes,SegFormer,0.94918513
sorghum,3,30,yes,SegFormer,0.95413846
sorghum,3,30,yes,SegFormer,0.9511121
sorghum,3,30,yes,SegFormer,0.94874465
sorghum,3,30,yes,SegFormer,0.94495654
sorghum,3,30,yes,SegFormer,0.9497215
sorghum,3,30,yes,SegFormer,0.9512594
sorghum,3,30,yes,SegFormer,0.9376685
sorghum,3,30,yes,SegFormer,0.92346716
sorghum,3,30,yes,SegFormer,0.91733164
sorghum,3,30,no,SegFormer,0.95340484
sorghum,3,30,yes,SegFormer,0.9536272
sorghum,3,30,yes,SegFormer,0.9514587
sorghum,3,30,yes,SegFormer,0.953101
sorghum,3,30,yes,SegFormer,0.9544127
sorghum,3,30,yes,SegFormer,0.9481314
sorghum,3,31,no,SegFormer,0.9610422
sorghum,3,31,no,SegFormer,0.95271045
sorghum,3,31,yes,SegFormer,0.9469492
sorghum,3,31,yes,SegFormer,0.96368945
sorghum,3,31,yes,SegFormer,0.9578431
sorghum,3,31,yes,SegFormer,0.9539891
sorghum,3,31,yes,SegFormer,0.9536416
sorghum,3,31,yes,SegFormer,0.9428165
sorghum,3,31,yes,SegFormer,0.95374817
sorghum,3,31,yes,SegFormer,0.94028866
sorghum,3,31,yes,SegFormer,0.958913
sorghum,3,31,yes,SegFormer,0.95860034
sorghum,3,31,no,SegFormer,0.94407463
sorghum,3,31,yes,SegFormer,0.9488684
sorghum,3,31,yes,SegFormer,0.94371325
sorghum,3,31,yes,SegFormer,0.9323065
sorghum,3,31,yes,SegFormer,0.94030213
sorghum,3,31,yes,SegFormer,0.94919163
sorghum,3,32,no,SegFormer,0.9453309
sorghum,3,32,no,SegFormer,0.9425926
sorghum,3,32,yes,SegFormer,0.94091225
sorghum,3,32,yes,SegFormer,0.93396336
sorghum,3,32,yes,SegFormer,0.9354505
sorghum,3,32,yes,SegFormer,0.94099784
sorghum,3,32,yes,SegFormer,0.94124216
sorghum,3,32,yes,SegFormer,0.94266886
sorghum,3,32,yes,SegFormer,0.9304685
sorghum,3,32,yes,SegFormer,0.94280845
sorghum,3,32,yes,SegFormer,0.9470842
sorghum,3,32,yes,SegFormer,0.8205102
sorghum,3,32,no,SegFormer,0.94451743
sorghum,3,32,yes,SegFormer,0.94665027
